Vnum	LocalizedName
3996	Ќ«яг «б√—÷
3997	Ќ«яг «ббнб
3998	Џ«бг «бЏд«’—
3999	«бќ—жћ
4000	г« нд «бд«—
4001	г« нд «бћбнѕ
4002	г« нд «б»—ё
4003	г« нд «б—н«Ќ
4004	г« нд «б√—÷
4005	г« нд «ббнб
4006	Ќ—«” «бЏд«’—
4101	Ќ«—” де«н… «бЏ«бг  ”н
4102	Ќ«—” де«н… «бЏ«бг  ‘«ж
4103	Ќ«—” де«н… «бЏ«бг ннд
4104	Ќ«—” де«н… «бЏ«бг г«ж
4105	Ќ«—” де«н… «бЏ«бг  ‘д
4106	Ќ«—” де«н… «бЏ«бг ”н
4107	Ќ«—” де«н… «бЏ«бг жж
4108	Ќ«—” де«н… «бЏ«бг жн
4109	Ќ«—” де«н… «бЏ«бг ‘нд
4110	Ќ«—” де«н… «бЏ«бг нж
4111	Ќ«—” де«н… «бЏ«бг “ж
4112	Ќ«—” де«н… «бЏ«бг е«н
4121	Ќ«—” де«н… «бЏ«бг  ”н
4122	Ќ«—” де«н… «бЏ«бг  ‘«ж
4123	Ќ«—” де«н… «бЏ«бг ннд
4124	Ќ«—” де«н… «бЏ«бг г«ж
4125	Ќ«—” де«н… «бЏ«бг  ‘д
4126	Ќ«—” де«н… «бЏ«бг ”н
4127	Ќ«—” де«н… «бЏ«бг жж
4128	Ќ«—” де«н… «бЏ«бг жн
4129	Ќ«—” де«н… «бЏ«бг ‘нд
4130	Ќ«—” де«н… «бЏ«бг нж
4131	Ќ«—” де«н… «бЏ«бг “ж
4132	Ќ«—” де«н… «бЏ«бг е«н
4141	г« нд «бЏ–«»
4142	г« нд «бде«н…
4143	г« нд «ббЏд…
4144	г« нд де«н… «бЏ«бг
4145	ендяжћ де«н… «бЏ«бг
4146	ендяжћ де«н… «бЏ«бг џ«г÷
4147	я«»« де«н… «бЏ«бг
4148	я«»« де«н… «бЏ«бг џ«г÷
4149	 ‘ждћ де«н… «бЏ«бг
4150	 ‘ждћ де«н… «бЏ«бг џ«г÷
4151	гнћн— де«н… «бЏ«бг
4152	гнћн— де«н… «бЏ«бг џ«г÷
4200	Ё.“: гЌ«—» ”н «ж
4201	Ё.“: ’нш«ѕ ”н «ж
4202	Ё.“: Џ—ш«Ё… ”н «ж
4203	Ё.“: ћдѕн ”н «ж
4204	Ё.“:—«гн «б”е«г-”н «ж
4205	Ё.“: «бё«∆ѕ… ”н «ж
4206	Ё.“: ё«∆ѕ √Џбм-”н «ж
4207	Ё.“: «б“Џнг нждџ«д
4208	Ё.“: «б“Џнг нждџ«д
4209	Ё.“: «бћд—«б нждџ«д
4210	Ё.“: «бћд—«б нждџ«д
4220	Ё.“: ‘»Ќ ћг— «ббе»
4221	Ё.“: дг— ћг— «ббе»
4222	Ё.“: ћг— «ббе»
4223	Ё.“: гЌ«—» ћг— «ббе»
4224	Ё.“: гбя ћг— «бдш«—
4225	Ё.“: дг— ћг— «ббе»
4226	Ё.“: «»ж бЌн… ћг— «ббе»
4227	Ё.“: ћд—«б ћг— «ббе»
4228	Ё.“: √гн— ћг— «ббе»
4229	Ё.“: д«—г—
4240	Ё.“: »бшж— «б’ёнЏ
4241	Ё.“: Ќ‘—… «б’шёнЏ
4242	Ё.“: —ћб «б’шёнЏ
4243	Ё.“: н н «б’шёнЏ
4244	Ё.“: џдн“ «б’шёнЏ
4245	Ё.“: ё“г «б’шёнЏ
4246	Ё.“: бЌн… «б’шёнЏ
4247	Ё.“: ћд—«б «б’шёнЏ
4248	Ё.“: √гн— «б’шёнЏ
4249	Ё.“: н н «бЌгг
4260	Ё.“: гё« б «б≈д «н
4261	Ё.“: гЌ«—» «б≈д «н
4262	Ё.“: я«ед «б≈д «н
4263	Ё.“: гЏ«бћ «б≈д «н
4264	Ё.“: гѕг— ≈д «н ёжн
4265	Ё.“: Ќ«яг «б≈д «н
4266	Ё.“: гЏ«бћ «б¬‘«ж
4267	Ё.“: гё« б «б≈д «н
4268	Ё.“: гЌ«—» «б≈д «н
4269	Ё.“: я«ед «б≈д «н
4270	Ё.“: гЏ«бћ «б≈д «н
4271	Ё.“: гѕг— ≈д «н ёжн
4272	Ё.“: »«џћ«дгж
4273	Ё.“: ћдѕн ¬‘«ж
4274	Ё.“: ”«Ќ— «б¬‘«ж
4275	Ё.“: ћб«ѕ «б¬‘«ж
4276	Ё.“: ћд—«б «б¬‘«ж
4280	«.Ќ: гЌ«—» ”н «ж
4281	«.Ќ: ’нш«ѕ ”н «ж
4282	«.Ќ: Џ—ш«Ё… ”н «ж
4283	«.Ќ: ћдѕн ”н «ж
4284	«.Ќ:—«гн «б”е«г-”н «ж
4285	«.Ќ: «бё«∆ѕ… ”н «ж
4286	«.Ќ: ё«∆ѕ √Џбм-”н «ж
4287	«.Ќ: «б“Џнг нждџ«д
4288	«.Ќ: «б“Џнг нждџ«д
4289	«.Ќ: «бћд—«б нждџ«д
4290	«.Ќ: «бћд—«б нждџ«д
4300	«.Ќ: ‘»Ќ ћг— «ббе»
4301	«.Ќ: дг— ћг— «ббе»
4302	«.Ќ: ћг— «ббе»
4303	«.Ќ: гЌ«—» ћг— «ббе»
4304	«.Ќ: гбя ћг— «бдш«—
4305	«.Ќ: дг— ћг— «ббе»
4306	«.Ќ: «»ж бЌн… ћг— «ббе»
4307	«.Ќ: ћд—«б ћг— «ббе»
4308	«.Ќ: √гн— ћг— «ббе»
4309	«.Ќ: д«—г—
4320	«.Ќ: »бшж— «б’ёнЏ
4321	«.Ќ: Ќ‘—… «б’шёнЏ
4322	«.Ќ: —ћб «б’шёнЏ
4323	«.Ќ: н н «б’шёнЏ
4324	«.Ќ: џдн“ «б’шёнЏ
4325	«.Ќ: ё“г «б’шёнЏ
4326	«.Ќ: бЌн… «б’шёнЏ
4327	«.Ќ: ћд—«б «б’шёнЏ
4328	«.Ќ: √гн— «б’шёнЏ
4329	«.Ќ: н н «бЌгг
4340	«.Ќ: гё« б «б≈д «н
4341	«.Ќ: гЌ«—» «б≈д «н
4342	«.Ќ:: я«ед «б≈д «н
4343	«.Ќ: гЏ«бћ «б≈д «н
4344	«.Ќ: гѕг— ≈д «н ёжн
4345	«.Ќ: Ќ«яг «б≈д «н
4346	«.Ќ: гЏ«бћ «б¬‘«ж
4347	«.Ќ: гё« б «б≈д «н
4348	«.Ќ: гЌ«—» «б≈д «н
4349	«.Ќ:: я«ед «б≈д «н
4350	«.Ќ: гЏ«бћ «б≈д «н
4351	«.Ќ: гѕг— ≈д «н ёжн
4352	«.Ќ: »«џћ«дгж
4353	«.Ќ: ћдѕн «б¬‘«ж
4354	«.Ќ: ”«Ќ— «б¬‘«ж
4355	«.Ќ: ћб«ѕ «б¬‘«ж
4356	«.Ќ: ћд—«б «б¬‘«ж
4400	Ё.“: »н—«д-”н «ж
4401	Ё.“: —«“«ѕж—
4402	Ё.“ «бдгн—
4403	Ё.“: ћ« жд  н—г
4410	«.Ќ: »н—«д-”н «ж
4411	«.Ќ: —«“«ѕж—
4412	«.Ќ: «бдгн—
4413	«.Ќ: ћ« жд  н—г
4420	Џ: гё« б «б≈д «н
4421	Џ: гЌ«—» «б≈д «н
4422	Џ: я«ед «б≈д «н
4423	Џ: гЏ«бћ «б≈д «н
4424	Џ: гѕг— ≈д «н ёжн
4429	Џ: »«џћ«дгж
4430	Џ: —«гн «бџдн“
4431	Џ: ћдѕн «б”нябж»д
4432	Џ: ”«Ќ— «б”нябж»д
4433	Џ: ћб«шѕ «б”нябж»д
4434	Џ: «бћд—«б √ж н”
4439	Џ: »шжбнЁнгж”
4440	Џ: ёд«’ «бћЌнг
4441	Џ: —«гн —г«Ќ «бћЌнг
4442	Џ: я«ед «бћЌнг
4443	Џ: —«∆ѕ «бћЌнг
4444	Џ: ћд—«б «бћЌнг
4449	Џ: Ё—Џ«∆нб
4450	Џ: ћдѕн ÷ЁѕЏ ‘ћ—… я»н—
4451	Џ: ё«∆ѕ ÷ЁѕЏ «б‘ћ—
4452	Џ: »Џ»Џ
4453	Џ: ‘»Ќ «бдг— «б√’Ё—
4454	Џ: ћд—«б ÷ЁѕЏ «бЋж—
4459	Џ: ‘»Ќ «бдг— «б√’Ё—
4460	Џ: ‘»Ќ ћг— «ббе»
4461	Џ: дг— ћг— «ббе»
4462	Џ: ћг— «ббе»
4463	Џ: гЌ«—» ћг— «ббе»
4464	Џ: гбя ћг— «бдш«—
4469	Џ: ≈ѕ«б Ќ«—” «б днд
4470	Џ: џжћб«шѕ
4471	Џ: џжб —«гн
4472	Џ: џжб гхЏ«—я
4473	Џ: џжб ”«Ќ— —ен»
4474	Џ: «бћд—«б џжб«д
4479	Џ: «бџжб «бя»н—
5001	 «д«я« «бё—’«д
5002	е«- н
5003	ё—ѕ
5004	 «д«я« «бё—’«д
5101	ћдѕн ё—ѕ ÷ЏнЁ
5102	—«гн ё—ѕ ÷ЏнЁ
5103	гЌ«—» ё—ѕ ÷ЏнЁ
5104	ћд—«б  ё—ѕ ÷ЏнЁ
5111	ћдѕн ё—ѕ
5112	—«гн ё—ѕ
5113	гЌ«—» ё—ѕ
5114	ћд—«б  ё—ѕ
5115	ё—ѕ Ќћ—н
5116	ё«∆ѕ ё—ѕ
5121	ћдѕн ё—ѕ ёжн
5122	—«гн ё—ѕ ёжн
5123	гё« б ё—ѕ ёжн
5124	ћд—«б  ё—ѕ ёжн
5125	ё—ѕ Ќћ—н ёжн
5126	ё—ѕ –е»н ёжн
5127	ё«∆ѕ ё—ѕ ёжн
5131	ћдѕн  ё—ѕ ’џн— –ян
5132	—«гн ё—ѕ ’џн— –ян
5133	гЌ«—» ё—ѕ ’џн— –ян
5134	ћд—«б ё—ѕ ’џн— ёжн
5141	ћдѕн ё—ѕ –ян
5142	ё—ѕ —«гн –ян
5143	ё—ѕ гЌ«—» –ян
5144	ћд—«б ё—ѕ –ян
5145	ё—ѕ Ќћ—н –ян
5146	ё«∆ѕ ё—ѕ –ян
5151	ћдѕн ё—ѕ ‘—н—
5152	—«гн ё—ѕ ‘—н—
5153	гЌ«—» ё—ѕ ‘—н—
5154	ћд—«б  ё—ѕ ‘—н—
5155	ё—ѕ Ќћ—н ‘—н—
5156	ё—ѕ –е»н ‘—н—
5157	ё«∆ѕ ё—ѕ ‘—н—
5161	ё—ѕ ’ќ—н
5162	ё—ѕ »‘—н
5163	“Џнг «бё—ѕ…
5201	яб» »—н
5202	ќд“н— »—н
5203	ќд“н— »—н √Ќг—
5204	ѕ»
5205	ѕ» »дн
5206	ѕ» √”жѕ
5207	ѕ» »дн ћ«∆Џ
5208	дг—
5209	дг— √»н÷
6001	‘»Ќ ћг— «ббе»
6002	дг— ћг— «ббе»
6003	ћг— «ббе»
6004	гЌ«—» ћг— «ббе»
6005	гбя ћг— «бдш«—
6006	дг— ћг— «ббе»
6007	«»ж бЌн… ћг— «ббе»
6008	ћд—«б ћг— «ббе»
6009	√гн— ћг— «ббе»
6051	д«—г—
6091	—«“«ѕж—
6101	»бшж— «б’ёнЏ
6102	Ќ‘—… «б’шёнЏ
6103	—ћб «б’шёнЏ
6104	н н «б’шёнЏ
6105	џдн“ «б’шёнЏ
6106	ё“г «б’шёнЏ
6107	бЌн… «б’шёнЏ
6108	ћд—«б «б’шёнЏ
6109	√гн— «б’шёнЏ
6110	н н «бЌгг
6111	џдн“ «бЌгг
6112	Ќ‘—… «бЌгг
6113	—ћб «б’е«—…
6114	»бж— «бЌгг
6115	Ё«нЁ—д «бЌгг
6116	≈ѕ«б Ќ«—” «б днд
6117	”Ёш«Ќн ≈ѕ«б
6118	 гЋ«б «б днд
6151	”х“нъб
6191	«бдгн—
6192	ћ« жд  н—г
6193	гнбн гбя… «б д«днд
6201	н н «бЌгг
6202	џдн“ «бЌгг
6203	Ќ‘—… «бЌгг
6204	—ћб «б’е«—…
6205	»бж— «бЌгг
6206	Ё«нЁ—д «бЌгг
6207	≈ѕ«б Ќ«—” «б днд
6209	 гЋ«б «б днд
6301	гё« б «б¬‘«ж
6302	ћдѕн «б¬‘«ж
6303	”«Ќ— «б¬‘«ж
6304	ћб«ѕ «б¬‘«ж
6305	ћд—«б «б¬‘«ж
6306	гё« б ¬‘«ж ёжн
6307	ћдѕн ¬‘«ж ёжн
6308	”«Ќ— ¬‘«ж ёжн
6309	ћб«ѕ ¬‘«ж ёжн
6310	ћд—«б ¬‘«ж ёжн
6391	√гн— «б¬‘«ж
6392	Ќ—” «б¬‘«ж
6393	√гн— ¬‘«ж ёжн
6394	Ќ—” ¬‘«ж ёжн
6401	гё« б «б≈д «н
6402	гЌ«—» «б≈д «н
6403	я«ед «б≈д «н
6404	гЏ«бћ «б≈д «н
6405	Ќ«—” «б≈д «н
6406	гѕг— «б≈д «н
6407	Ќ«яг «б≈д «н
6408	»«џћ«дгж
6409	гЏ«бћ «б¬‘«ж
6410	гё« б ≈д «н ёжн
6411	гЌ«—» ≈д «н ёжн
6412	я«ед ≈д «н ёжн
6413	гЏ«бћ ≈д «н ёжн
6414	гѕг— ≈д «н ёжн
6415	«Ќ Ё«бн… »н—«д-”н «ж
6416	«Ќ Ё«бн… дгн—
6417	«Ќ Ё«бн… —«“«ѕж—
6418	«Ќ Ё«бн… ћ« жд  н—г
6419	«Ќ Ё«бн… «б днд «б√Ќг—
6420	гЌ«—» «бўб
6421	»ж‘нѕж
6422	г« нд «бЏ–«»
6500	√я“«ѕж— гбя «б д«днд
6501	д«Ё—жЋ гбя «б д«днд
6502	√“яѕ«— гбя «б д«днд
6503	—жбнЋ гбя «б д«днд
6504	 жбѕж—«д
6513	»ж«»… «б днд
6514	≈бм гбя «б д«днд
6515	«бќ—жћ
7001	ћдѕн ё—ѕ
7002	ё—ѕ ќн«б
7003	ћдѕн ё—ѕ ћнгж
7004	яжгдѕж— ё—ѕ
7005	ё—ѕ Ќћ—н
7006	ё—ѕ –е»н
7007	ћд—«б  ё—ѕ
7008	Џ«гб  ж џн
7009	гг Ќд ћджѕ  ж-џн
7010	«бё«∆ѕ  ж-џжн «б√»н÷
7012	»н-г«-џн-√д
7013	Џё—» гбя
7014	«б—ћб «бЏё—» «бг«я—
7015	—«гн ”е«г Џё—»н
7016	гЌ«—» «б”нЁ «бЋЏ»«дн
7017	—«гн ”е«г ЋЏ»«дн
7018	ё«ЎЏ Ў—ё ’Ќ—«жн
7019	ћдѕн  ж-ћн
7020	еж«-—нждџ
7021	«бг ‘—ѕ  ж-ћн
7022	‘«г-г«
7023	 нже«-гж
7024	ћжя-џжн
7025	ѕждџ-ћя
7026	ћжя-гя
7027	еж«—нж ћжя
7028	ћжя-џгя √”жѕ
7029	‘нЎ«д «бћбнѕ
7030	Ќж  ћбнѕн ё« б
7031	Ќ‘—… «бћбнѕ
7032	”жб џж
7033	—ћб «бћбнѕ
7034	Џгб«ё «бћбнѕ
7035	 гЋ«б «бћбнѕ
7036	‘нЎ«д «бћбнѕ
7037	Ќж  ћбнѕн ё« б
7038	Ќ‘—… «бћбнѕ
7039	”жб џж
7040	—ћб «бћбнѕ
7041	Џгб«ё «бћбнѕ
7042	 гЋ«б «бћбнѕ
7043	‘нЎ«д «бћбнѕ
7044	Ќж  ћбнѕн ё« б
7045	Ќ‘—… «бћбнѕ
7046	”жб џж
7047	—ћб «бћбнѕ
7048	Џгб«ё «бћбнѕ
7049	 гЋ«б «бћбнѕ
7050	Џнд Ў«∆—… ’Ќ—«жн…
7051	«бЏё—» «бгбя
7052	«б—ћб «бЏё—» «б‘«»
7053	—«гн ”е«г Џё—»н
7054	гЌ«—» «б”нЁ «бЋЏ»«дн
7055	—«гн ”е«г ЋЏ»«дн
7056	ё«ЎЏ Ў—ё ’Ќ—«жн
7057	Џнд Ў«∆—… ’Ќ—«жн…
7058	«бЏё—» «бгбя
7059	«б—ћб «бЏё—» «б‘«»
7060	—«гн ”е«г Џё—»н
7061	гЌ«—» «б”нЁ «бЋЏ»«дн
7062	—«гн ”е«г ЋЏ»«дн
7063	ё«ЎЏ Ў—ё ’Ќ—«жн
7064	Џнд Ў«∆—… ’Ќ—«жн…
7065	«бЏё—» «бгбя
7066	—ћб Џё—» ‘«»
7067	—«гн ”е«г Џё—»н
7068	гЌ«—» «б”нЁ «бЋЏ»«дн
7069	—«гн ”е«г ЋЏ»«дн
7070	ё«ЎЏ Ў—ё ’Ќ—«жн
7071	дг— ќ«ѕг гё« б
7072	‘»Ќ «бд«—
7073	дг— гё« б
7074	бе»
7075	гЌ«—» д«—н
7076	дг— ќ«ѕг гё« б
7077	‘»Ќ «бд«—
7078	дг— гё« б
7079	бе»
7080	гЌ«—» д«—н
7081	дг— ќ«ѕг гё« б
7082	‘»Ќ «бд«—
7083	дг— гё« б
7084	бе»
7085	гЌ«—» д«—н
7086	ћ–Џ ‘ћ—… √‘»«Ќ
7087	ѕ—н«ѕ
7088	г—ћ «б√‘»«Ќ
7089	‘ћ—… ќ»нЋ…
7090	ћ–Џ ‘ћ—… √‘»«Ќ
7091	ѕ—н«ѕ
7092	г—ћ «б√‘»«Ќ
7093	‘ћ—… ќ»нЋ…
7094	ћ–Џ ‘ћ—… √‘»«Ќ
7095	ѕ—н«ѕ
7096	г—ћ «б√‘»«Ќ
7101	гѕЁЏ
7102	гѕЁЏ
7103	гдћднё ж«»б «б”е«г
7104	гдћднё ж«»б «б”е«г
7105	»—ћ
7106	гжёѕ
7107	гжёѕ
7108	гжёѕ
7109	гжёѕ
7110	гжёѕ
7111	гжёѕ
7112	гжёѕ
7113	‘н «
7114	я—« жд
7115	‘«—бн
7116	дндн
7117	“жбж
7118	ѕня« «бё—ѕ «бгхЌ«—»
7119	ѕня« «бё—ѕ «бгхЌ«—»
7120	«бгбя яжндџ
7121	ян—ж”
7122	г«д‘ж
7123	”џжя
7124	«дѕ—ня
8001	г« нд «б√”м
8002	г« нд «бё «б
8003	г« нд «бгЏ—я…
8004	г« нд «бћ‘Џ
8005	г« нд «б”ж«ѕ
8006	г« нд «б‘—
8007	г« нд «бџн—…
8008	г« нд «б—жЌ
8009	г« нд «бўб
8010	г« нд «бё”ж…
8011	г« нд «б‘шнЎ«д
8012	г« нд «б”ёжЎ
8013	г« нд «бгж 
8014	г« нд «бё б
8015	г« нд «бё”ж…
8016	г« нд «б‘нЎ«д
8017	г« нд «б”ёжЎ
8018	г« нд «бгж 
8019	г« нд «бё б
8020	’ќж— ‘нд”ж
8021	’ќж— ћндшж
8022	’ќж— ‘ждћж
8023	’ќж—«б√г»—«Ўж—
8024	г« нд »ждџ-г«
8025	г« нд г«-√д
8026	г« нд  ж-нждџ
8027	г« нд ћнжд-√д
8031	г« нд «бћ»б
8032	г« нд «бЋ√—
8033	г« нд «бЏ“б…
8034	г« нд «бџЎ—”…
8035	г« нд «бдћ«…
8036	г« нд «бќн«д…
8037	г« нд «б дџн’
8038	г« нд «б«д ё«г
8039	г« нд «бЁќ—
8040	г« нд «бќ»Ћ
8041	Metin-гЁ«ћ∆« 
8042	Metin-гЁ«ћ∆« 
8043	Metin-гЁ«ћ∆« 
8044	Metin-гЁ«ћ∆« 
8045	Metin-гЁ«ћ∆« 
8046	Metin-гЁ«ћ∆« 
8047	Metin-гЁ«ћ∆« 
8048	Metin-гЁ«ћ∆« 
8049	Metin-гЁ«ћ∆« 
8050	Metin-гЁ«ћ∆« 
8051	г« нд «бџг
8052	г« нд «бћ–ж…
8053	г« нд «бџ—ж—
8054	г« нд «бџнў
8055	г« нд «бя«—Ћ…
8056	г« нд «бдЌ”
8057	г« нд «бћЌнг
8058	г« нд «бЋбћ
8059	г« нд гќбжё«  «б√‘ћ«—
8060	Metin-«бё—Џ
8061	г« нд «бџ«»…
8101	г« нд «б√”м
8102	г« нд «бё «б
8103	г« нд «бё «б
8104	г« нд «бћ‘Џ
8105	г« нд «б”ж«ѕ
8106	г« нд «б‘—
8107	г« нд «бџн—…
8108	г« нд «б—жЌ
8109	г« нд «бўб
8110	г« нд «бё”ж…
8111	г« нд «б‘нЎ«д
8112	г« нд «б”ёжЎ
8113	г« нд «бгж 
8114	г« нд «бгж 
8115	г« нд «бёг—
8120	Ё.“: г« нд «бћ»б
8121	Ё.“: г« нд «бЋ√—
8122	Ё.“: г« нд «бЏ“б…
8123	Ё.“: г« нд «бџЎ—”…
8124	Ё.“: г« нд «бћЌнг
8125	Ё.“: г« нд «бЋбћ
8126	г« нд гќбжё«  «б√‘ћ«—
8127	Ё.“: г« нд «бџ«»…
8130	«.Ќ: г« нд «бћ»б
8131	«.Ќ: г« нд «бЋ√—
8132	«.Ќ: г« нд «бЏ“б…
8133	«.Ќ: г« нд «бџЎ—”…
8134	«.Ќ: г« нд «бћЌнг
8135	«.Ќ: г« нд «бЋбћ
8136	г« нд гќбжё«  «б√‘ћ«—
8137	«.Ќ: г« нд «бџ«»…
8200	г« нд «б‘Ўяжб«Ў…
8201	г« нд «б‘яжб« …
8203	г« нд «б≈÷«Ѕ…
8204	Metin-гЁ«ћ∆« 
8205	Metin-гЁ«ћ∆« 
8206	Metin-гЁ«ћ∆« 
8501	яб» ‘—”
8502	ќд“н— »—н
8503	ѕ»
8504	дг— √»н÷
8505	џжб √”жѕ Џгб«ё
8506	ё«∆ѕ ÷ЁѕЏ «б‘ћ—
8507	ё«ЎЏ Ў—ё ’Ќ—«жн
8508	г÷Ўеѕ »«Ўдн
8509	г‘Џж– »«Ўдн
8510	гЌ«—» д«—н
8511	 гЋ«б «бћбнѕ
8600	њх±ЌілЅЈје
8601	њх±ЌілЅЈје
8602	є–±≥ілЅ÷±≥
8603	є–±≥ілЅ÷±≥
8604	Єнїз±Ќњ’
8605	Єнїз±Ќњ’
8606	їзљ≈
8607	їзљ≈
8608	±Єєћ»£
8609	±Єєћ»£
8610	і©ЈЈ≈хєь±Ќ
8611	і©ЈЈ≈хєь±Ќ
8612	њ©њ’∞≈єћ
8613	њ©њ’∞≈єћ
8614	∞≈ілїзЄЈ∞≈Їѕ
8615	∞≈ілїзЄЈ∞≈Їѕ
8616	»нбн «бдшг”
8617	ћ«я «б—шЏѕ
8618	»хЏ»Џ
8619	“н—» «бдш‘«—
8620	ћ«” «б”нш«Ё
8621	г«ня «б”Ёш«Ќ
8622	Ё—нѕн «бя«»ж”
8623	жће «бћцбѕ
9001	 «ћ— √”бЌ…
9002	»«∆Џ «бѕ—жЏ
9003	 «ћ—… «б»÷«∆Џ «бгќ бЁ…
9004	г”«Џѕ «б√Ќѕ«Ћ
9005	√гнд «бг” жѕЏ
9006	≈г—√… Џћж“
9007	 «ћ— √”бЌ…
9008	»«∆Џ «бѕ—жЏ
9009	’нш«ѕ
9010	 «ћ—… «б»÷«∆Џ «бгќ бЁ…
9011	гд”шё… √Џ—«”
9012	«бд«ёб
9013	 «ћ— «б√же«г
20470	 гЋ«б «б√же«г
20471	 гЋ«б «б≈Ќн«Ѕ
20472	 гЋ«б «бЁ«’б «б“гдн
20473	 гЋ«б Ќѕ«ѕ «б√”бЌ…
20474	 гЋ«б Ќѕ«ѕ «бѕ—жЏ
20475	Ќѕ«ѕ «б√Ўёг «бгёѕ”
20476	Ќѕ«ѕ «б√Ўёг «бген»
20477	Ќѕ«ѕ «б√Ўёг «бЁ«—”н
20478	Ќѕ«ѕ «б√Ўёг «бгбян
20479	Ќѕ«ѕ «б√Ўёг «бЏўнг
10001	гдЎё…_н«н«дџ 4002 8995
10002	гдЎё…_нждџ«д 4503 9050
10003	дЎ«ё_»жянждџ 1118 2161
10004	гдЎё…_ћж«д 876 2131
10005	гдЎё…_»«я—« 9064 2214
10006	гдЎё…_»нждџгж 9372 2188
10007	гдЎё…_нждџ«д 4188 9560
10008	гдЎё…_н«н«дџ 3179 8332
10009	гдЎё…_ћж«д 897 1127
10010	дЎ«ё_»жянждџ 1759 2210
10011	гдЎё…_»нждџгж 9343 3143
10012	гдЎё…_»«я—« 8348 2926
10013	гЏ»ѕ_еж«дџ 5536 1441
10014	”ждџ—нждџ 3326 7468
10015	’Ќ—«Ѕ_нждџ»н 3467 6329
10016	яж«ебж_ѕждџ 600 4960
10017	гЏ»ѕ_еж«дџ 5906 1102
10018	»—ћ_џжг”«д 2165 7270
10019	гдЎё…_н«н«дџ 3211 9009
10020	ћждџ—«дџ 1356 43
10021	дЎ«ё_»жянждџ 1168 2920
10022	ж«—нждџ 2219 93
10023	гдЎё…_»«я—« 9098 2948
10024	≈ге« 2718 130
10025	ћ»б_”же«д 4993 2984
10026	бдџ”«г 2887 57
10027	бдџ”«г 2866 437
10028	«бџ«»…_«бЌг—«Ѕ 11199 708
10029	гнѕ«д_«б√Ё«Џн 10590 7262
10030	’Ќ—«Ѕ_нждџ»н 3519 6223
10031	гнѕ«д_«б√Ё«Џн 10590 7262
10032	√—÷_«бЏг«бё… 8283 7635
10033	џ«—_“д 10594 7525
10034	2яеЁ_“д 10594 7525
10035	ѕжд-_“жд 917 5253
10036	2_ѕжд-“жд 7041 4642
10037	јЏЊз«ц 3809 8233
10038	љ≈ЉцЉЇ 9752 1330
10039	ЇєЅ§«ц 1917 2900
10040	Ѕш≥лЉЇ 9239 1836
10041	єЏґу«ц 8316 2154
10042	√µЅґЉЇ 9772 1850
10043	Љ≠«—їк 3819 2969
10044	љ≈ЉцЉЇ 10189 1484
10045	Љ≠«—їк 3819 2969
10046	љ≈ЉцЉЇ 9774 1501
10047	љ¬Јж∞о 2699 6752
10048	Ѕш≥лЉЇ 9679 1994
10049	љ¬Јж∞о 2699 6752
10050	Ѕш≥лЉЇ 9256 2012
10051	њµЇсїзЄЈ 3478 6189
10052	√µЅґЉЇ 9780 1995
10053	њµЇсїзЄЈ 3478 6189
10054	√µЅґЉЇ 10190 2002
10055	µµњ∞»≠Ѕц 6011 6874
10056	Љ≠«—їк 4368 2158
10057	љ¬Јж∞о 3355 7558
10058	є–±≥їзњш 5943 1337
10059	Љ≠«—їк 0 10496
10060	є–±≥їзњш 1536 10496
10061	√—÷_«бд«— 4608 10496
10062	љ¬Јж∞о 6144 10496
10063	±ЌЄсЄ≤ 3031 266
10064	јы±ЌЄсЄ≤ 11133 534
10065	љ≈±ЌЄсЄ≤ 7754 10553
10066	љ≈јы±ЌЄсЄ≤ 9915 11195
10067	»—ћ_ё—ѕ…_гЌ’д 7752 4477
10068	гдЎё…_н«н«дџ 4062 8756
10069	»—ћ_ё—ѕ…_гЌ’д 8520 4477
10070	дЎ«ё_»жянждџ 1611 2130
10071	»—ћ_ё—ѕ…_гЌ’д 9288 4477
10072	гдЎё…_»«я—« 8727 2100
10073	’Ќ—«Ѕ_нждџ»н 3061 6202
10074	»—ћ_ё—ѕ…_гЌ’д 1352 6532
10075	’Ќ—«Ѕ_нждџ»н 2879 5407
10076	»—ћ_ё—ѕ…_гЌ’д 1352 7300
10077	яеЁ_«ббЏд… 9 12078
10078	љ¬Јж∞о 2842 8106
10079	яеЁ_«ббЏд…1 1459 13236
10080	яеЁ_«ббЏд…2 2413 12755
10081	√µј«µњ±Љ1√ю 99 13618
10082	њµЊ»јЊЉЇ 5028 9998
10083	√µј«µњ±Љ1√ю 1360 14972
10084	√µј«µњ±Љ2√ю 2414 14289
10085	√µј«µњ±Љ1√ю 99 15154
10086	ЅґЊ»јЊЉЇ 616 1148
10087	√µј«µњ±Љ1√ю 1360 16508
10088	√µј«µњ±Љ2√ю 2414 15825
10089	√µј«µњ±Љ1√ю 99 16690
10090	∆тєЂјЊЉЇ 9609 3188
10091	√µј«µњ±Љ1√ю 1360 18044
10092	√µј«µњ±Љ2√ю 2414 17361
10093	»ж«»…_«б днд 1731 12205
10094	»ж«»…_«б днд 1733 13743
10095	»ж«»…_«б днд 1728 15277
10096	»ж«»…_«б днд 1724 16824
10097	SD2 7040 5235
10098	SD3 984 5711
10099	—√” 11043 17885
10100	—√” 10963 16744
10101	днЁ—н  10869 16558
10102	—√” 11664 16779
